"release_clause_eur_m","international_reputation","power_stamina","defending_sliding_tackle","age","is_internacional.1","years_remaining","years_in_club","category.Delantero","value_eur_m"
1.5,1,73,38,29,0,1,1,1,0.85
0.569,1,63,19,21,0,1,3,1,0.325
2,1,71,58,23,0,0,2,0,1.2
0.261,1,71,47,19,0,-1,1,1,0.12
29.6,2,70,77,27,1,2,3,0,15
0.516,1,53,26,18,0,3,1,1,0.275
0.875,1,50,32,21,0,0,2,1,0.5
0.495,1,57,56,21,0,0,4,1,0.275
0.731,1,51,56,20,0,4,2,1,0.375
3.9,1,75,59,21,0,2,6,1,2.3
0.66,1,36,23,23,0,0,2,0,0.4
0.578,1,64,57,21,0,2,2,1,0.35
3.4,1,74,67,31,0,1,2,0,1.7
3.7,1,57,34,22,0,1,5,0,1.9
4.4,1,74,65,25,0,-1,1,0,3.1
0.65,1,73,70,34,0,0,4,0,0.325
0.363,1,46,26,30,0,1,1,1,0.22
2.3,1,77,27,25,0,0,2,1,1.6
36.8,2,80,32,22,1,3,2,1,23
0.656,1,74,57,28,0,0,2,0,0.525
2.8,1,64,64,22,0,3,1,1,1.2
1.1,1,75,71,35,1,0,2,1,0.725
0.984,1,58,22,18,0,2,2,1,0.525
0.911,1,67,62,26,0,1,1,0,0.45
0.729,1,52,62,27,0,0,1,0,0.55
2.7,1,54,62,26,0,1,2,0,1.7
7.6,1,73,73,27,0,2,1,0,4
0.242,1,66,58,24,0,1,2,1,0.17
2,1,73,33,32,0,0,1,0,0.95
1.5,1,80,54,22,0,0,2,1,0.975
2,3,63,20,36,0,0,1,1,1
2.6,1,68,45,31,0,0,1,1,1.6
2.5,1,80,59,32,0,-1,1,1,1.8
7.4,1,76,63,23,1,1,2,0,3.5
1.7,1,62,62,18,0,2,1,1,0.725
27,2,89,56,30,0,2,2,0,13.5
46.8,1,78,80,27,0,4,6,0,21.5
1.5,1,54,55,20,0,1,1,1,0.525
1.4,1,76,63,28,0,2,1,1,1.1
0.326,1,72,44,28,0,0,1,1,0.21
3.8,2,58,76,36,0,1,5,0,1.9
1.1,1,66,46,23,0,1,1,1,0.55
8.5,1,63,33,17,0,0,2,0,4
0.5,1,75,69,34,0,-1,8,0,0.4
1.3,1,72,54,27,0,0,2,0,0.75
0.58,1,45,19,23,0,3,1,1,0.4
1.5,1,59,29,26,0,0,2,0,1
0.548,1,34,59,24,0,0,1,1,0.3
3.2,1,79,19,23,0,2,2,1,1.4
1.3,1,60,56,19,0,1,2,1,0.575
0.247,1,58,54,21,0,0,1,1,0.17
6.8,1,80,72,31,0,1,3,0,3.1
1.8,1,86,65,29,0,1,1,0,1.2
2.4,1,75,66,29,0,0,3,0,1.2
0.54,1,69,62,31,0,0,1,1,0.4
0.481,1,74,67,36,0,0,1,1,0.275
0.544,1,69,62,33,0,0,3,0,0.375
1.7,1,87,66,32,0,2,1,1,1.3
0.244,1,34,52,20,0,4,2,1,0.13
0.585,1,59,58,19,0,1,1,1,0.3
4.4,1,74,62,19,0,3,2,1,2.3
0.504,1,64,24,21,0,1,3,1,0.325
8.3,1,76,70,27,0,1,2,0,4.4
3.9,1,79,28,26,0,2,8,1,2.6
2.3,1,74,71,27,0,0,4,0,1.3
5,1,69,71,25,0,1,3,0,3.2
4.7,1,81,63,26,0,0,2,0,2.8
0.943,1,51,56,18,0,3,2,1,0.325
7,1,66,23,19,0,3,5,1,3.3
1.1,1,63,59,19,0,1,1,0,0.65
1.5,1,64,64,33,0,0,3,1,0.725
39.9,2,88,76,25,0,1,4,1,22.5
0.54,1,59,62,20,0,4,1,1,0.3
27.2,1,71,36,26,0,0,2,1,12.5
1.1,1,58,29,31,0,0,1,0,0.85
0.839,1,56,61,28,0,0,2,0,0.55
32.6,2,90,76,31,0,2,1,0,15.5
18.7,1,80,76,30,1,2,5,0,8.5
2.2,1,68,26,30,0,0,1,0,1.4
1.6,1,80,32,26,0,1,1,0,1.1
1.4,1,68,17,22,0,0,7,0,0.75
35.7,1,78,41,29,0,3,2,0,17
23.8,1,81,74,31,0,2,1,0,12.5
6.5,1,73,73,31,0,1,2,1,3.1
0.416,1,70,18,19,0,4,1,1,0.15
1.1,1,65,61,28,0,-1,7,1,0.825
3.9,1,61,67,29,0,1,3,1,1.7
1,1,63,62,31,0,1,3,0,0.825
3.5,1,80,63,23,0,1,1,0,1.8
3.4,1,68,35,25,0,0,4,1,1.8
1.2,1,64,30,26,0,1,2,1,0.925
9,1,79,65,20,0,5,1,0,3.9
17.8,1,68,78,26,0,4,6,0,9
2.6,1,69,27,20,0,0,1,1,0.95
1,1,61,62,26,0,-1,1,1,0.675
0.277,1,49,11,21,0,1,3,1,0.14
0.523,1,54,42,18,0,0,2,1,0.22
0.653,1,69,51,23,0,0,4,1,0.45
0.75,1,60,60,32,0,0,2,1,0.375
4.1,1,73,56,23,0,0,3,0,1.8
1.6,1,82,64,31,0,1,3,0,1.2
5.5,1,74,44,27,0,1,5,1,3.5
1.5,1,61,20,32,0,1,1,1,0.7
0.45,1,37,58,20,0,1,1,1,0.24
2.6,1,67,19,21,0,2,2,1,1.6
1.5,1,85,62,31,0,0,4,0,1
1.3,1,56,60,16,0,2,1,1,0.525
1.1,1,79,60,28,0,0,2,0,0.85
15,1,78,61,23,0,2,2,0,6.5
1.5,1,69,26,28,0,1,2,0,1
0.297,1,66,53,31,0,3,1,1,0.18
1.4,1,75,55,19,0,2,1,1,0.575
4.1,1,70,67,20,0,1,4,0,1.9
1.7,1,64,30,21,0,0,2,0,0.725
2,1,73,58,23,0,-1,1,0,1.3
0.653,1,66,51,20,0,1,3,1,0.45
2.8,1,69,60,23,0,-1,3,1,1.2
2.8,1,71,58,23,0,1,2,0,1.2
2.8,1,69,32,26,0,2,1,0,1.4
1.1,1,60,56,19,0,0,4,1,0.55
1.4,1,67,52,20,0,0,2,1,0.6
0.796,1,55,12,21,0,1,1,1,0.35
2.1,1,65,68,20,0,2,1,1,0.75
0.798,1,54,39,20,0,1,1,1,0.55
1.2,1,65,18,21,0,0,3,1,0.55
2.6,1,84,20,29,0,2,1,1,1.6
1.3,1,58,68,19,0,0,2,1,0.575
2.5,1,63,43,23,0,3,4,1,1.5
4.2,1,61,24,19,0,2,2,1,2
1.2,1,66,52,21,0,-1,3,0,0.7
9.1,1,78,75,28,0,0,5,0,6.5
0.345,1,52,51,25,0,0,4,1,0.2
5,1,83,66,25,0,1,3,0,3.2
1.5,1,54,54,19,0,3,2,1,0.6
4.6,1,83,62,23,0,2,3,0,2.2
9.5,1,89,74,31,0,2,1,0,5
2.9,1,75,26,30,0,2,2,1,1.6
1.5,1,64,24,19,0,4,1,1,0.775
0.471,1,48,12,21,0,0,4,1,0.325
2.5,1,64,57,21,0,0,4,1,1.4
0.332,1,68,39,20,0,0,1,1,0.17
0.452,1,71,63,30,0,0,1,1,0.21
2.1,1,57,28,17,0,1,3,1,0.75
1.5,1,55,47,18,0,0,2,1,0.575
4.1,1,65,63,18,0,4,1,1,1.5
11.3,1,65,72,24,0,1,5,1,6
0.733,1,83,41,25,0,2,1,1,0.425
0.471,1,57,44,18,0,-1,2,1,0.325
1.9,1,80,62,31,0,2,1,1,1
2.3,1,55,22,26,0,2,1,1,1.4
3.7,1,61,17,27,0,1,3,1,2.2
2.6,1,68,61,19,0,0,3,0,1.3
3.5,1,62,59,23,0,3,1,1,1.5
2.5,1,80,62,24,0,1,1,1,1.7
0.68,1,55,22,28,0,0,3,1,0.4
1.7,1,82,40,29,0,0,1,1,1.2
1,1,64,36,22,0,1,4,1,0.55
0.875,1,73,15,28,0,1,3,1,0.5
1.3,1,66,45,22,0,0,3,1,0.8
1.3,1,52,52,20,0,1,3,1,0.525
0.548,1,65,56,25,0,1,1,0,0.3
3.2,1,73,27,32,0,0,2,0,1.5
5.5,1,89,27,26,0,2,1,1,2.8
1.4,1,64,57,20,0,2,1,1,0.875
6.2,1,66,50,22,0,2,2,1,2.8
0.775,1,66,17,34,0,3,1,1,0.5
4.4,1,87,66,26,0,1,2,0,2.8
2,1,73,58,28,0,1,2,0,1
0.919,2,48,25,35,0,0,1,1,0.525
2.5,1,68,70,27,0,1,2,1,1.5
0.875,1,75,58,27,0,0,6,1,0.5
2.9,1,75,45,23,0,0,1,0,1.9
1.9,1,71,65,25,0,3,1,1,1.2
1.7,1,73,70,31,0,1,8,1,1.3
4.2,1,71,76,23,0,4,2,1,1.8
0.372,1,52,56,37,0,0,3,0,0.24
0.175,1,49,50,19,0,-1,2,1,0.1
6.6,1,51,71,27,0,1,3,0,3.5
1.8,1,63,27,30,0,0,3,1,1
3.1,1,42,69,23,0,1,3,0,1.9
2.9,1,80,71,25,0,0,1,1,1.9
2.7,1,80,60,26,0,0,2,0,1.5
3.2,1,87,68,32,0,0,3,0,1.8
4.1,1,73,66,23,0,3,5,0,2.5
2,1,87,64,27,0,0,2,1,1.3
3.6,1,68,17,24,0,2,1,1,2.2
0.186,1,53,18,21,0,2,1,1,0.12
1.1,1,61,53,22,0,1,1,1,0.55
3.1,1,55,38,27,0,0,2,0,2
1,1,57,28,28,0,1,2,1,0.6
1.1,1,75,59,31,0,4,1,0,0.875
2.1,1,66,42,38,0,-1,1,1,1.4
1.7,1,52,53,20,0,1,2,1,0.775
4.2,1,64,77,33,0,0,12,0,2.2
0.761,1,69,62,22,0,3,1,1,0.525
1.6,1,54,31,19,0,2,2,1,0.625
0.653,1,80,51,30,0,-1,14,1,0.45
0.613,1,64,35,36,0,3,1,1,0.35
43.1,2,77,74,22,0,3,2,0,20.5
5.6,1,72,22,35,0,2,1,1,3.1
32.6,2,67,78,26,0,3,2,0,16.5
2,1,66,25,26,0,2,2,1,1
0.699,1,60,62,30,0,-1,5,0,0.325
3.1,1,65,64,21,0,1,2,0,1.8
1,1,68,25,26,0,2,1,1,0.775
2,1,65,62,23,0,0,2,1,1.2
1.4,1,54,70,32,0,0,3,1,0.9
4,1,78,71,28,0,3,1,1,2.1
0.634,1,70,43,23,0,0,1,1,0.325
6.6,1,53,71,26,0,2,2,0,3.5
4.2,1,83,27,28,0,0,2,1,1.9
2.9,1,58,74,28,0,0,7,1,1.3
4.8,1,77,31,27,0,2,1,0,2.5
30.4,1,82,75,21,0,2,2,0,16
1.1,1,65,53,18,0,0,1,1,0.425
4.2,1,68,71,26,0,4,5,1,2.5
0.95,1,78,70,35,0,2,1,0,0.5
0.155,1,56,53,23,0,4,1,1,0.1
2.4,1,76,25,22,0,-1,4,0,1.1
0.867,1,73,53,22,0,1,1,0,0.475
4.6,1,69,42,22,0,3,1,1,2.7
1,1,47,49,21,0,3,4,1,0.45
2.3,1,54,23,32,0,0,2,1,1.5
6,1,81,55,23,0,1,1,0,2.5
10.4,1,73,35,26,0,3,2,1,5
1.4,1,77,61,30,0,1,1,0,0.825
0.606,1,67,58,27,0,0,1,1,0.425
0.707,1,55,29,18,0,4,1,1,0.325
2.4,1,67,65,23,0,0,1,0,1.1
2.6,1,71,67,28,0,0,1,0,1.5
1.9,1,64,41,30,0,0,2,1,1.5
20.7,1,74,75,22,0,4,1,0,9
3.5,1,64,52,19,0,1,2,1,1.5
0.831,1,77,20,30,0,1,5,1,0.475
1.7,1,72,62,24,0,0,9,1,0.925
0.906,1,77,63,28,0,-1,11,0,0.725
4.6,1,71,67,23,0,1,2,0,2
6.7,1,49,30,19,0,2,4,1,3.3
0.656,1,61,24,33,0,0,1,1,0.375
4.8,1,56,71,19,0,0,3,0,2.8
3.6,2,72,27,28,0,-1,8,0,2.4
22.8,1,70,72,21,0,3,1,1,12
2.2,1,64,69,28,0,0,2,0,1.3
1,1,55,69,20,0,2,1,1,0.475
0.456,1,71,14,26,0,1,1,1,0.25
1.8,1,65,57,25,0,1,4,0,1.1
4.5,1,84,69,26,0,0,3,0,2.2
2,1,48,41,18,0,0,3,1,0.825
1.1,1,63,63,29,0,4,1,1,0.725
6.2,1,68,67,23,0,2,3,1,2.7
14.8,1,61,78,27,0,2,1,1,7.5
1.1,1,83,57,25,0,0,3,0,0.8
1,1,68,57,28,0,0,3,1,0.575
6.3,1,53,19,27,0,2,1,1,3.3
0.385,1,54,53,19,0,-1,3,1,0.22
4.5,1,52,54,19,0,4,2,1,1.8
1.7,1,67,47,23,0,0,1,1,0.725
1.1,1,67,31,22,0,2,1,1,0.6
0.31,1,73,23,31,0,0,2,1,0.2
0.39,1,76,53,27,0,0,2,1,0.24
0.781,1,73,65,30,0,0,1,0,0.625
21.3,4,65,35,34,0,0,1,1,12.5
3.2,1,67,27,28,0,2,1,0,2.4
1.6,1,44,60,30,0,1,1,1,0.825
38,2,83,77,30,1,1,2,1,20
28.5,1,71,20,23,0,4,1,1,15
2.2,1,81,44,24,0,2,1,0,1.2
1.9,1,71,34,21,0,0,2,1,0.8
29.8,3,67,33,31,1,1,9,1,17.5
1.1,1,58,63,19,0,0,1,1,0.55
1.3,1,67,63,25,0,1,1,1,0.725
1.8,1,68,64,22,0,0,3,0,1.1
7.7,1,82,29,29,0,2,4,1,5.5
0.915,1,67,63,25,0,-1,1,1,0.6
17.1,2,76,72,29,0,0,2,0,9.5
2,1,65,13,23,0,1,1,1,1.2
0.211,1,56,40,23,0,1,1,1,0.13
1.7,1,67,72,31,0,-1,5,0,1.1
1.3,1,79,70,32,0,1,3,0,1
0.653,1,61,50,22,0,2,2,1,0.45
2,1,66,22,27,0,3,3,1,1.2
4.7,1,67,61,22,0,3,1,1,2.6
0.439,1,62,62,31,0,0,3,1,0.325
1.3,1,68,64,24,0,0,1,1,0.825
2.8,1,61,65,20,0,4,1,1,1.3
1.6,1,87,70,29,0,0,3,1,1
4.2,1,70,50,25,0,2,2,0,2.5
5.8,2,72,64,27,0,1,1,0,3.2
1.8,1,76,30,33,0,0,2,1,0.875
2.3,1,65,68,29,0,0,1,0,1.1
71.4,2,89,80,28,1,0,5,0,42
1.2,1,87,53,26,0,-1,1,1,0.775
1.4,1,73,53,27,0,0,2,1,0.9
1.6,1,74,64,31,0,3,1,0,1
4.4,1,66,25,25,1,0,7,1,3.1
3.7,1,64,57,22,0,0,1,1,1.6
2.1,1,41,67,24,0,0,3,0,1.2
2.3,1,74,54,27,0,2,1,0,1.5
2.4,1,64,71,30,0,-1,1,0,1.1
1.2,1,38,32,20,0,0,4,1,0.6
29.5,3,63,72,28,0,3,2,0,15.5
1.6,1,89,55,31,0,1,10,0,1.3
0.725,1,78,62,32,0,0,2,0,0.5
4,1,72,35,31,0,0,2,1,1.9
7.3,1,76,68,20,0,3,1,1,3.3
0.39,1,57,33,23,0,-1,3,1,0.24
2.4,1,65,24,32,0,0,4,1,1.1
0.625,1,82,62,27,0,0,1,0,0.5
0.629,1,61,54,25,0,2,1,1,0.475
5,1,84,65,23,0,2,1,1,2.5
1.1,1,70,61,25,0,0,3,0,0.725
2,1,75,65,31,0,4,2,0,0.95
104.4,2,83,76,27,1,1,6,0,48
16.8,1,74,28,30,0,3,1,0,10.5
0.86,1,40,28,19,0,2,3,1,0.4
0.228,1,66,52,24,0,-1,7,1,0.14
2.1,1,54,50,22,0,2,1,1,0.9
2.9,1,71,64,21,0,2,1,0,1.5
0.613,1,64,57,28,0,0,3,0,0.35
9.7,1,50,35,21,0,5,1,0,4.2
0.829,1,57,60,28,0,1,4,0,0.425
1.3,1,78,61,29,0,0,1,1,0.625
1.2,1,65,48,23,0,0,2,0,0.625
1.6,1,69,50,31,0,0,2,1,0.825
1.3,1,48,48,25,0,0,1,1,0.85
0.62,1,81,64,29,0,1,2,0,0.4
0.344,1,69,31,34,0,-1,5,1,0.275
0.502,1,44,16,25,0,0,2,1,0.275
9,2,79,68,30,1,4,4,1,6
2.5,1,82,50,20,0,2,2,0,1.3
6.7,1,68,68,24,0,2,2,0,2.9
0.867,1,79,62,27,0,1,1,0,0.475
0.849,1,63,59,18,0,2,1,1,0.35
40.9,1,77,70,22,1,4,1,1,21.5
5.4,1,80,58,25,0,2,5,0,3.2
4.6,1,64,65,21,0,2,1,1,2.1
1.7,1,57,19,17,0,2,1,1,0.7
2.3,1,75,69,31,0,0,3,0,1.2
30.2,1,78,76,25,0,3,2,0,17
4.9,1,67,13,21,0,3,1,1,2.9
2.6,1,37,33,20,0,3,2,1,0.95
0.875,1,71,64,30,0,0,3,1,0.7
0.689,1,82,34,32,0,0,1,0,0.475
0.788,1,55,32,19,0,4,1,1,0.45
0.171,1,58,59,30,0,-1,6,1,0.11
2.8,1,90,61,29,0,2,3,0,1.6
0.25,1,77,58,36,0,0,3,0,0.2
3,1,76,37,29,0,0,1,1,1.9
13,1,56,39,24,0,2,5,0,6.5
3.2,1,67,37,24,0,2,1,1,1.6
2.6,1,74,62,24,0,1,1,0,1.7
1.1,1,75,25,31,0,0,12,1,0.85
75.9,4,73,83,31,0,2,3,0,37
20.7,1,74,77,23,0,1,7,0,10.5
6,1,64,68,25,0,2,1,1,2.5
0.926,1,61,55,19,0,0,3,1,0.475
2.4,1,83,65,28,0,1,1,1,1.2
6.5,1,82,71,25,0,2,3,0,3.9
3.8,1,62,41,32,0,1,1,1,2.4
0.276,1,79,62,33,0,0,6,1,0.19
0.731,1,62,58,24,0,-1,1,1,0.45
0.14,1,48,37,22,0,-1,4,1,0.08
3.6,1,67,68,28,0,0,5,1,1.9
6.3,2,77,78,37,0,0,1,1,3.3
1.1,1,50,14,30,0,0,1,1,0.7
0.81,1,64,22,28,0,0,1,1,0.6
2.1,1,75,63,23,0,0,3,1,1.3
2.1,1,65,65,24,0,-1,3,0,0.95
9.5,1,62,75,27,0,2,1,0,5
2.5,1,73,57,29,0,0,5,1,1.4
1.3,1,58,53,19,0,2,3,1,0.45
0.866,1,67,61,21,0,1,2,1,0.525
3,1,87,34,31,0,0,6,1,1.6
0.52,1,68,63,36,0,0,2,0,0.325
0.581,1,55,44,23,0,3,3,1,0.375
2,1,61,52,22,0,1,2,1,0.925
23.1,2,77,42,26,0,0,5,1,13
0.853,1,35,32,20,0,0,2,0,0.55
14.3,1,62,73,23,0,2,1,0,7.5
1.8,1,73,61,22,0,-1,4,1,0.8
1.1,1,64,55,26,0,0,1,1,0.725
3.3,1,55,13,27,0,-1,2,0,1.5
3,1,86,64,32,0,3,2,0,2
0.516,1,54,14,18,0,0,1,1,0.275
1.4,1,69,60,25,0,0,3,0,0.975
1.2,1,54,27,19,0,1,2,1,0.575
1,1,75,60,32,0,0,1,1,0.675
2.5,1,70,50,16,0,1,2,0,0.9
1.2,1,55,23,20,0,3,1,1,0.6
0.675,1,48,64,28,0,1,5,1,0.5
2.2,1,79,60,28,0,1,2,0,1.2
6.1,1,77,71,23,0,0,6,0,2.9
0.397,1,60,57,27,0,2,2,1,0.23
0.333,1,33,65,35,0,0,1,1,0.19
2.5,1,74,67,28,0,1,3,0,1.3
1.1,1,82,59,25,0,2,1,0,0.625
1.9,1,68,64,32,0,0,6,1,1
7.6,1,68,38,21,0,0,4,1,3.6
0.281,1,58,46,19,0,0,2,1,0.15
1.4,1,80,65,32,1,1,3,0,1.1
4,2,65,79,34,1,0,15,1,2.1
31.9,1,67,16,28,0,1,2,1,14.5
4.8,1,61,65,21,0,0,2,1,2
0.625,1,66,31,28,0,2,1,1,0.5
0.831,1,79,13,29,0,0,1,1,0.475
5,1,82,64,25,0,1,1,1,2.2
95.3,2,74,84,29,1,2,8,0,49.5
3.8,1,82,70,39,0,2,1,0,2.1
2,1,75,59,25,0,1,1,1,1.2
0.569,1,83,55,32,0,0,1,1,0.325
0.464,1,60,63,27,0,3,2,1,0.35
5.7,1,55,19,21,0,0,2,1,2.1
0.881,1,66,48,21,0,3,2,1,0.375
1.1,1,70,54,19,0,1,3,0,0.675
0.806,1,65,22,35,0,4,5,1,0.375
4.1,1,70,58,23,0,2,5,1,1.9
1.7,1,70,66,33,0,-1,2,0,0.75
0.325,1,78,55,28,0,0,1,1,0.2
84.9,2,87,73,27,1,1,4,1,43
1.8,1,56,43,22,0,1,2,0,1.1
8.5,2,50,33,31,0,1,1,1,4.7
1.5,1,79,61,24,0,0,2,0,1
0.641,1,64,39,36,0,-1,1,1,0.475
6.8,1,79,64,22,0,3,2,0,3.1
2,1,62,16,26,0,1,2,1,1.3
25.2,3,69,67,28,0,2,1,0,14
0.72,1,62,48,32,0,0,3,1,0.45
1,1,54,17,20,0,2,1,1,0.5
14.7,1,63,72,27,0,1,8,1,7
3.1,1,70,17,22,0,1,1,1,1.6
1.2,1,90,59,26,0,1,4,0,0.65
23.4,1,71,75,27,0,2,1,0,13
0.906,1,67,26,27,0,1,1,1,0.625
2.1,1,73,22,25,0,0,3,0,0.95
2.7,1,77,56,24,0,2,5,1,1.8
24.4,2,88,21,27,0,0,3,0,16
1.9,1,71,62,31,0,2,1,0,1
5.4,1,72,27,29,0,0,3,0,3
2.9,1,80,62,29,0,2,2,0,1.8
3.1,1,64,57,22,0,0,6,0,1.3
1.2,1,81,60,30,0,0,5,0,0.975
7.6,2,78,42,36,0,2,7,1,3.6
1.8,1,36,46,27,0,2,1,1,0.825
3.6,1,78,50,31,0,1,11,0,2.5
31.5,2,65,50,22,1,3,2,1,15
1.1,1,65,39,32,0,0,4,0,0.8
0.163,1,92,61,35,0,0,17,1,0.13
4.4,1,64,71,22,0,0,2,1,2.6
1.3,1,60,29,22,0,1,1,1,0.775
0.543,1,61,39,17,0,1,1,1,0.275
2.3,1,46,63,25,0,0,1,0,1.2
0.31,1,75,56,30,0,4,2,1,0.2
0.563,1,76,56,26,0,0,2,1,0.425
3.1,1,84,65,23,0,1,1,1,1.6
0.801,1,60,62,26,0,0,1,0,0.525
3.5,1,71,65,22,0,2,2,1,2.1
1.8,1,84,59,26,0,0,2,0,1.2
0.784,1,64,57,23,0,1,2,1,0.475
0.893,1,53,14,21,0,0,2,1,0.425
0.516,1,54,24,17,0,2,3,1,0.275
3.8,1,80,72,27,0,2,1,1,2
6.7,1,80,25,29,0,3,3,1,4.2
3.8,1,74,50,32,0,1,1,1,2.5
2.3,1,55,58,18,0,2,1,1,0.875
0.302,1,60,46,20,0,3,2,1,0.13
2.2,1,73,28,22,0,2,2,0,1.5
0.563,1,62,56,27,0,2,1,1,0.425
2.1,1,69,62,22,0,1,2,0,1.1
2.1,1,62,68,23,0,0,2,1,1.2
2.7,1,80,67,31,0,0,1,0,1.3
1.2,1,73,61,26,0,0,1,1,0.85
0.534,1,71,61,28,0,0,1,1,0.375
1.2,1,64,59,21,0,2,1,0,0.7
0.666,1,70,61,26,0,1,8,1,0.375
1,1,71,64,31,0,1,2,1,0.575
24.2,1,89,72,19,1,3,1,0,11.5
7.9,1,74,69,23,0,2,2,1,3.6
3.3,1,69,18,25,0,2,1,1,1.8
5.9,1,80,70,25,0,0,4,0,3.5
2.1,1,86,50,28,0,1,2,1,1.2
5,1,64,73,26,0,0,3,0,2.2
1.1,1,76,70,23,0,3,3,1,0.75
1.8,1,62,55,21,0,1,4,0,1.1
1.1,1,56,61,19,0,0,3,1,0.425
2.3,1,74,24,24,0,1,1,1,1.6
1.2,1,59,66,24,0,0,3,0,0.8
0.62,1,88,59,32,0,-1,2,0,0.4
0.385,1,57,13,21,0,2,1,1,0.22
10.8,1,79,70,24,0,3,1,1,4.7
0.878,1,50,59,20,0,2,3,0,0.45
51.9,1,77,52,28,1,1,3,1,30.5
0.701,1,58,63,20,0,1,2,0,0.425
1.8,1,64,16,21,0,3,1,1,1.1
127.1,3,81,79,20,1,3,3,0,56.5
3.5,1,68,52,23,0,0,5,1,1.7
5.1,1,60,31,27,0,3,2,0,3.2
35.2,3,81,66,27,0,2,6,0,18.5
2.4,1,57,42,21,0,0,4,1,1.2
0.371,1,52,17,18,0,0,1,1,0.19
109.7,3,75,67,32,1,1,1,0,53.5
1.1,1,73,64,29,0,-1,1,1,0.75
0.563,1,53,37,18,0,3,2,1,0.25
0.696,1,80,55,26,0,-1,3,0,0.525
1.2,1,58,36,19,0,1,1,1,0.575
2.7,1,74,70,28,0,1,2,0,1.7
0.14,1,57,59,34,0,0,15,1,0.08
5.8,1,86,67,33,0,0,4,0,2.9
1,1,50,40,18,0,2,1,1,0.425
3,1,74,12,30,0,-1,1,1,1.4
65.2,3,92,79,27,0,2,2,0,33
0.508,1,61,56,24,0,-1,2,1,0.35
0.217,1,57,47,21,0,1,3,1,0.11
30.6,1,80,75,25,0,2,8,0,15.5
1.1,1,65,25,21,0,2,1,1,0.75
0.5,1,81,61,29,0,0,3,0,0.4
6.6,1,74,41,21,0,1,3,0,2.9
2.9,1,87,57,28,0,3,1,1,1.9
2.6,1,65,18,21,0,1,2,1,1.8
0.2,1,67,55,26,0,0,3,1,0.14
1.4,1,91,52,27,0,2,4,1,0.9
0.625,1,79,60,31,0,3,1,0,0.5
2.1,1,68,67,25,0,0,8,0,1.3
3.4,1,71,36,22,0,2,1,0,1.6
6.3,1,76,64,22,0,3,1,0,3
2.9,1,78,31,28,0,0,3,1,1.9
20.7,1,79,70,22,0,4,1,1,9
3.7,1,79,65,25,0,2,2,0,2.7
2.3,1,77,60,23,0,2,1,0,1.6
0.666,2,75,69,36,0,0,3,0,0.325
9.4,1,89,70,26,0,2,2,0,5
1.6,1,53,18,36,0,0,3,1,1
0.544,1,60,58,22,0,0,5,1,0.375
1.7,1,81,54,25,0,1,2,1,1.3
3,2,64,74,35,0,0,7,0,1.5
9.8,1,71,31,25,0,0,2,1,4.3
0.819,1,60,45,26,0,0,1,1,0.575
2.1,1,66,37,31,0,1,1,1,1.3
2.6,1,73,64,23,0,1,2,1,1.2
4.6,1,67,63,22,0,1,2,1,2.2
1.3,1,58,62,20,0,2,1,1,0.55
0.645,1,38,61,32,0,3,1,0,0.3
1.4,1,57,60,20,0,2,2,1,0.525
49.4,2,74,61,26,0,2,3,1,25
0.569,1,47,17,28,0,1,1,1,0.325
11.6,2,55,20,34,0,0,4,1,7
1.1,1,62,61,23,0,1,6,1,0.575
0.653,1,65,25,21,0,1,1,1,0.45
1.8,1,56,24,21,0,-1,1,1,1.1
1.4,1,78,57,23,0,0,2,0,0.775
0.729,1,81,55,27,0,2,3,1,0.55
5.2,1,76,63,23,0,1,2,0,2.9
0.413,1,66,51,21,0,4,1,1,0.22
6.3,2,90,69,33,0,3,14,0,3.7
1.3,1,82,63,31,0,1,6,0,1
5.5,1,73,69,24,0,0,5,1,3.2
0.689,1,63,55,34,0,0,6,1,0.475
1.2,1,63,10,32,0,1,3,1,0.825
2.7,1,36,25,17,0,0,2,1,1.2
1.4,1,64,45,20,0,1,2,0,0.875
1.5,1,67,62,31,0,0,5,1,0.7
1.1,1,58,26,22,0,2,1,1,0.6
0.26,1,56,49,25,0,-1,1,1,0.16
0.831,1,53,58,29,0,1,1,1,0.475
1.2,1,85,64,33,0,0,2,1,0.725
0.829,1,53,51,21,0,0,2,1,0.425
8.6,1,75,67,23,0,1,3,0,3.6
2.1,1,81,65,29,0,1,1,0,1.4
1.1,1,70,33,29,0,0,2,0,0.85
0.906,1,88,26,28,0,2,3,1,0.725
1.2,1,66,62,26,0,0,2,0,0.775
1.2,1,65,47,19,0,1,2,1,0.575
13.5,1,82,31,25,1,3,2,1,6.5
1.9,1,68,60,25,0,0,3,1,0.875
3.6,1,76,64,28,0,0,2,1,1.9
1.4,1,76,52,25,0,1,3,0,0.775
4.6,1,63,37,21,0,1,4,1,2.1
207.1,2,79,34,22,0,3,2,1,109
3,1,58,30,25,0,1,2,1,1.9
1.1,1,73,61,31,0,0,1,1,0.725
4.1,1,66,48,23,0,2,2,1,2.4
0.31,1,66,17,25,0,0,1,1,0.17
1.3,1,60,21,25,0,1,2,1,0.875
2.3,1,61,57,18,0,0,3,1,1.1
5.9,1,70,72,31,0,2,1,0,3.1
27.2,1,80,29,26,0,4,1,1,12.5
2.1,1,68,50,29,0,3,3,1,1.4
1.7,1,60,32,17,0,1,2,1,0.675
